Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Path	Description	Keywords	Negative Keywords
346	338	Entertainment	Music	Classical Music		Entertainment > Music > Classical Music	Content relating to Entertainment > Music > Classical Music: classical music, orchestral, symphony, classical composers. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about classical music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	classical music, orchestral, symphony, classical composers	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music, gospel music
347	338	Entertainment	Music	College Radio		Entertainment > Music > College Radio	Content relating to Entertainment > Music > College Radio: college radio, campus radio, student radio, indie radio. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about college radio rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	college radio, campus radio, student radio, indie radio	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music, gospel music
348	338	Entertainment	Music	Comedy (Music and Audio)		Entertainment > Music > Comedy (Music and Audio)	Content relating to Entertainment > Music > Comedy (Music and Audio): comedy audio, comedy albums, stand-up comedy, comedy podcasts. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about comedy (music and audio) rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	comedy (music and audio), comedy audio, comedy albums, stand-up comedy, comedy podcasts	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, contemporary hits/pop/top 40, country music, dance and electronic music, gospel music
349	338	Entertainment	Music	Contemporary Hits/Pop/Top 40		Entertainment > Music > Contemporary Hits/Pop/Top 40	Content relating to Entertainment > Music > Contemporary Hits/Pop/Top 40: pop music, Top 40, hit songs, pop radio, mainstream pop. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about contemporary hits/pop/top 40 rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	contemporary hits/pop/top 40, pop music, top 40, hit songs, pop radio, mainstream pop	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), country music, dance and electronic music, gospel music
350	338	Entertainment	Music	Country Music		Entertainment > Music > Country Music	Content relating to Entertainment > Music > Country Music: country music, country songs, Nashville, country radio. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about country music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	country music, country songs, nashville, country radio	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, dance and electronic music, gospel music
351	338	Entertainment	Music	Dance and Electronic Music		Entertainment > Music > Dance and Electronic Music	Content relating to Entertainment > Music > Dance and Electronic Music: EDM, electronic music, dance music, house, techno. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about dance and electronic music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	dance and electronic music, edm, electronic music, dance music, house, techno	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, gospel music
354	338	Entertainment	Music	Gospel Music		Entertainment > Music > Gospel Music	Content relating to Entertainment > Music > Gospel Music: gospel music, gospel songs, spirituals, Christian gospel. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about gospel music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	gospel music, gospel songs, spirituals, christian gospel	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
355	338	Entertainment	Music	Hip Hop Music		Entertainment > Music > Hip Hop Music	Content relating to Entertainment > Music > Hip Hop Music: hip hop, rap music, rap, hip-hop culture. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about hip hop music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	hip hop music, hip hop, rap music, rap, hip-hop culture	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
356	338	Entertainment	Music	Inspirational/New Age Music		Entertainment > Music > Inspirational/New Age Music	Content relating to Entertainment > Music > Inspirational/New Age Music: new age music, inspirational, ambient, relaxation music. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about inspirational/new age music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	inspirational/new age music, new age music, inspirational, ambient, relaxation music	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
357	338	Entertainment	Music	Jazz		Entertainment > Music > Jazz	Content relating to Entertainment > Music > Jazz: jazz music, jazz artists, jazz standards, jazz club. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about jazz rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	jazz, jazz music, jazz artists, jazz standards, jazz club	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
358	338	Entertainment	Music	Oldies/Adult Standards		Entertainment > Music > Oldies/Adult Standards	Content relating to Entertainment > Music > Oldies/Adult Standards: oldies, adult standards, classic pop, nostalgia. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about oldies/adult standards rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	oldies/adult standards, oldies, adult standards, classic pop, nostalgia	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
362	338	Entertainment	Music	R&B/Soul/Funk		Entertainment > Music > R&B/Soul/Funk	Content relating to Entertainment > Music > R&B/Soul/Funk: R&B, soul music, funk, Motown, rhythm and blues. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about r&b/soul/funk rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	r&b/soul/funk, randb/soul/funk, rb/soul/funk, r&b, soul music, funk, motown, rhythm and blues	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
359	338	Entertainment	Music	Reggae		Entertainment > Music > Reggae	Content relating to Entertainment > Music > Reggae: reggae music, reggae, Jamaican music, dub, ska. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about reggae rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	reggae, reggae music, jamaican music, dub, ska	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
361	338	Entertainment	Music	Religious (Music and Audio)		Entertainment > Music > Religious (Music and Audio)	Content relating to Entertainment > Music > Religious (Music and Audio): religious music, Christian music, worship, faith-based audio. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about religious (music and audio) rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	religious (music and audio), religious music, christian music, worship, faith-based audio	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
363	338	Entertainment	Music	Rock Music		Entertainment > Music > Rock Music	Content relating to Entertainment > Music > Rock Music: rock music, rock and roll, rock bands, guitar rock. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about rock music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	rock music, rock and roll, rock bands, guitar rock	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
364	363	Entertainment	Music	Rock Music	Album-oriented Rock	Entertainment > Music > Rock Music > Album-oriented Rock	Content relating to Entertainment > Music > Rock Music > Album-oriented Rock: AOR, album rock, classic rock radio. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about album-oriented rock rather than adjacent entertainment categories. Common confusers: alternative rock, classic rock, hard rock, soft rock.	album-oriented rock, rock music, aor, album rock, classic rock radio	alternative rock, classic rock, hard rock, soft rock
365	363	Entertainment	Music	Rock Music	Alternative Rock	Entertainment > Music > Rock Music > Alternative Rock	Content relating to Entertainment > Music > Rock Music > Alternative Rock: alt rock, alternative rock, indie rock. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about alternative rock rather than adjacent entertainment categories. Common confusers: album-oriented rock, classic rock, hard rock, soft rock.	alternative rock, rock music, alt rock, indie rock	album-oriented rock, classic rock, hard rock, soft rock
366	363	Entertainment	Music	Rock Music	Classic Rock	Entertainment > Music > Rock Music > Classic Rock	Content relating to Entertainment > Music > Rock Music > Classic Rock: classic rock, 70s rock, 80s rock, classic rock radio. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about classic rock rather than adjacent entertainment categories. Common confusers: album-oriented rock, alternative rock, hard rock, soft rock.	classic rock, rock music, 70s rock, 80s rock, classic rock radio	album-oriented rock, alternative rock, hard rock, soft rock
367	363	Entertainment	Music	Rock Music	Hard Rock	Entertainment > Music > Rock Music > Hard Rock	Content relating to Entertainment > Music > Rock Music > Hard Rock: hard rock, heavy rock, hard rock bands. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about hard rock rather than adjacent entertainment categories. Common confusers: album-oriented rock, alternative rock, classic rock, soft rock.	hard rock, rock music, heavy rock, hard rock bands	album-oriented rock, alternative rock, classic rock, soft rock
368	363	Entertainment	Music	Rock Music	Soft Rock	Entertainment > Music > Rock Music > Soft Rock	Content relating to Entertainment > Music > Rock Music > Soft Rock: soft rock, mellow rock, easy rock. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about soft rock rather than adjacent entertainment categories. Common confusers: album-oriented rock, alternative rock, classic rock, hard rock.	soft rock, rock music, mellow rock, easy rock	album-oriented rock, alternative rock, classic rock, hard rock
353	338	Entertainment	Music	Songwriters/Folk		Entertainment > Music > Songwriters/Folk	Content relating to Entertainment > Music > Songwriters/Folk: singer-songwriter, folk music, acoustic, folk artists. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about songwriters/folk rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	songwriters/folk, singer-songwriter, folk music, acoustic, folk artists	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
369	338	Entertainment	Music	Soundtracks, TV and Showtunes		Entertainment > Music > Soundtracks, TV and Showtunes	Content relating to Entertainment > Music > Soundtracks, TV and Showtunes: soundtracks, film scores, showtunes, Broadway cast. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about soundtracks, tv and showtunes rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	soundtracks, tv and showtunes, soundtracks, film scores, showtunes, broadway cast	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
352	338	Entertainment	Music	World/International Music		Entertainment > Music > World/International Music	Content relating to Entertainment > Music > World/International Music: world music, international music, ethnic music, global music. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about world/international music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	world/international music, world music, international music, ethnic music, global music	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
377	338	Entertainment	Music	Urban Contemporary Music		Entertainment > Music > Urban Contemporary Music	Content relating to Entertainment > Music > Urban Contemporary Music: urban contemporary, urban radio, R&B hip-hop. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about urban contemporary music rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	urban contemporary music, urban contemporary, urban radio, r&b hip-hop	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
378	338	Entertainment	Music	Variety (Music and Audio)		Entertainment > Music > Variety (Music and Audio)	Content relating to Entertainment > Music > Variety (Music and Audio): variety radio, mixed format, eclectic. Best for movies, TV, streaming, music culture, celebrities, theater, and entertainment fandom. Typical matches include reviews, release coverage, cast or creator news, rankings, interviews, and fandom discussion. Prefer this label when the page is primarily about variety (music and audio) rather than adjacent entertainment categories. Common confusers: adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits.	variety (music and audio), variety radio, mixed format, eclectic	adult album alternative, adult contemporary music, alternative music, blues, children's music, classic hits, classical music, college radio, comedy (music and audio), contemporary hits/pop/top 40, country music, dance and electronic music
163		Personal Celebrations & Life Events				Personal Celebrations & Life Events	Content relating to Personal Celebrations & Life Events: life events, celebrations, milestones, special occasions. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Use this top-level category when the page fits personal celebrations & life events broadly but not a more specific subcategory. Common confusers: attractions, automotive, books and literature, business and finance, careers, communication.	personal celebrations & life events, personal celebrations and life events, personal celebrations life events, life events, celebrations, milestones, special occasions	attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters, education, entertainment, events, family and relationships
164	163	Personal Celebrations & Life Events	Anniversary			Personal Celebrations & Life Events > Anniversary	Content relating to Personal Celebrations & Life Events > Anniversary: anniversary, wedding anniversary, celebration, milestone. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about anniversary rather than adjacent personal celebrations & life events categories. Common confusers: baby shower, bachelor party, bachelorette party, birth, birthday, funeral.	anniversary, wedding anniversary, celebration, milestone	baby shower, bachelor party, bachelorette party, birth, birthday, funeral, graduation, prom, wedding
166	163	Personal Celebrations & Life Events	Baby Shower			Personal Celebrations & Life Events > Baby Shower	Content relating to Personal Celebrations & Life Events > Baby Shower: baby shower, expecting baby, shower party, baby gifts. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about baby shower rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, bachelor party, bachelorette party, birth, birthday, funeral.	baby shower, expecting baby, shower party, baby gifts	anniversary, bachelor party, bachelorette party, birth, birthday, funeral, graduation, prom, wedding
167	163	Personal Celebrations & Life Events	Bachelor Party			Personal Celebrations & Life Events > Bachelor Party	Content relating to Personal Celebrations & Life Events > Bachelor Party: bachelor party, stag party, groom party, pre-wedding. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about bachelor party rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelorette party, birth, birthday, funeral.	bachelor party, stag party, groom party, pre-wedding	anniversary, baby shower, bachelorette party, birth, birthday, funeral, graduation, prom, wedding
168	163	Personal Celebrations & Life Events	Bachelorette Party			Personal Celebrations & Life Events > Bachelorette Party	Content relating to Personal Celebrations & Life Events > Bachelorette Party: bachelorette party, hen party, bride party. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about bachelorette party rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, birth, birthday, funeral.	bachelorette party, hen party, bride party, bridal shower, girls trip, wedding weekend, maid of honor, bride tribe	anniversary, baby shower, bachelor party, birth, birthday, funeral, graduation, prom, wedding
169	163	Personal Celebrations & Life Events	Birth			Personal Celebrations & Life Events > Birth	Content relating to Personal Celebrations & Life Events > Birth: birth, childbirth, newborn, delivery, baby birth. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about birth rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birthday, funeral.	birth, childbirth, newborn, delivery, baby birth	anniversary, baby shower, bachelor party, bachelorette party, birthday, funeral, graduation, prom, wedding
170	163	Personal Celebrations & Life Events	Birthday			Personal Celebrations & Life Events > Birthday	Content relating to Personal Celebrations & Life Events > Birthday: birthday, birthday party, birthday celebration, age. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about birthday rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birth, funeral.	birthday, birthday party, birthday celebration, age	anniversary, baby shower, bachelor party, bachelorette party, birth, funeral, graduation, prom, wedding
171	163	Personal Celebrations & Life Events	Funeral			Personal Celebrations & Life Events > Funeral	Content relating to Personal Celebrations & Life Events > Funeral: funeral, memorial, bereavement, end of life. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about funeral rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birth, birthday.	funeral, memorial, bereavement, end of life	anniversary, baby shower, bachelor party, bachelorette party, birth, birthday, graduation, prom, wedding
172	163	Personal Celebrations & Life Events	Graduation			Personal Celebrations & Life Events > Graduation	Content relating to Personal Celebrations & Life Events > Graduation: graduation, grad, commencement, diploma, graduate. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about graduation rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birth, birthday.	graduation, grad, commencement, diploma, graduate	anniversary, baby shower, bachelor party, bachelorette party, birth, birthday, funeral, prom, wedding
173	163	Personal Celebrations & Life Events	Prom			Personal Celebrations & Life Events > Prom	Content relating to Personal Celebrations & Life Events > Prom: prom, prom night, high school prom, formal dance. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about prom rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birth, birthday.	prom, prom night, high school prom, formal dance	anniversary, baby shower, bachelor party, bachelorette party, birth, birthday, funeral, graduation, wedding
165	163	Personal Celebrations & Life Events	Wedding			Personal Celebrations & Life Events > Wedding	Content relating to Personal Celebrations & Life Events > Wedding: wedding, marriage ceremony, bride, groom, wedding planning. Best for weddings, birthdays, graduations, anniversaries, memorials, and milestone planning. Prefer this label when the page is primarily about wedding rather than adjacent personal celebrations & life events categories. Common confusers: anniversary, baby shower, bachelor party, bachelorette party, birth, birthday.	wedding, marriage ceremony, bride, groom, wedding planning	anniversary, baby shower, bachelor party, bachelorette party, birth, birthday, funeral, graduation, prom
391		Personal Finance				Personal Finance	Content relating to Personal Finance: personal finance, money management, budgeting, finances. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Use this top-level category when the page fits personal finance broadly but not a more specific subcategory. Common confusers: attractions, automotive, books and literature, business and finance, careers, communication.	personal finance, money management, budgeting, finances	attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters, education, entertainment, events, family and relationships
392	391	Personal Finance	Consumer Banking			Personal Finance > Consumer Banking	Content relating to Personal Finance > Consumer Banking: consumer banking, checking account, savings, bank account. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about consumer banking rather than adjacent personal finance categories. Common confusers: financial assistance, financial planning, frugal living, home utilities, insurance, personal debt.	consumer banking, checking account, savings, bank account	financial assistance, financial planning, frugal living, home utilities, insurance, personal debt, personal investing, personal taxes, retirement planning
393	391	Personal Finance	Financial Assistance			Personal Finance > Financial Assistance	Content relating to Personal Finance > Financial Assistance: financial assistance, aid, support programs, financial help. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about financial assistance rather than adjacent personal finance categories. Common confusers: consumer banking, financial planning, frugal living, home utilities, insurance, personal debt.	financial assistance, aid, support programs, financial help	consumer banking, financial planning, frugal living, home utilities, insurance, personal debt, personal investing, personal taxes, retirement planning
394	393	Personal Finance	Financial Assistance	Government Support and Welfare		Personal Finance > Financial Assistance > Government Support and Welfare	Content relating to Personal Finance > Financial Assistance > Government Support and Welfare: welfare, government assistance, benefits, SNAP, social security. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about government support and welfare rather than adjacent personal finance categories. Common confusers: student financial aid.	government support and welfare, welfare, government assistance, benefits, snap, social security	student financial aid
395	393	Personal Finance	Financial Assistance	Student Financial Aid		Personal Finance > Financial Assistance > Student Financial Aid	Content relating to Personal Finance > Financial Assistance > Student Financial Aid: financial aid, student loans, FAFSA, scholarships, grants. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about student financial aid rather than adjacent personal finance categories. Common confusers: government support and welfare.	student financial aid, financial aid, student loans, fafsa, scholarships, grants	government support and welfare
396	391	Personal Finance	Financial Planning			Personal Finance > Financial Planning	Content relating to Personal Finance > Financial Planning: financial planning, financial advisor, retirement planning, wealth. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about financial planning rather than adjacent personal finance categories. Common confusers: consumer banking, financial assistance, frugal living, home utilities, insurance, personal debt.	financial planning, financial advisor, retirement planning, wealth	consumer banking, financial assistance, frugal living, home utilities, insurance, personal debt, personal investing, personal taxes, retirement planning
397	391	Personal Finance	Frugal Living			Personal Finance > Frugal Living	Content relating to Personal Finance > Frugal Living: frugal living, budgeting, save money, thrifty, cheap living. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about frugal living rather than adjacent personal finance categories. Common confusers: consumer banking, financial assistance, financial planning, home utilities, insurance, personal debt.	frugal living, budgeting, save money, thrifty, cheap living	consumer banking, financial assistance, financial planning, home utilities, insurance, personal debt, personal investing, personal taxes, retirement planning
417	391	Personal Finance	Home Utilities			Personal Finance > Home Utilities	Content relating to Personal Finance > Home Utilities: utilities, electric, gas, water bill, utility bills. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about home utilities rather than adjacent personal finance categories. Common confusers: consumer banking, financial assistance, financial planning, frugal living, insurance, personal debt.	home utilities, utilities, electric, gas, water bill, utility bills	consumer banking, financial assistance, financial planning, frugal living, insurance, personal debt, personal investing, personal taxes, retirement planning
418	417	Personal Finance	Home Utilities	Gas and Electric		Personal Finance > Home Utilities > Gas and Electric	Content relating to Personal Finance > Home Utilities > Gas and Electric: gas electric, energy bill, power company, utility. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about gas and electric rather than adjacent personal finance categories. Common confusers: internet service providers, phone services, water services.	gas and electric, gas electric, energy bill, power company, utility	internet service providers, phone services, water services
419	417	Personal Finance	Home Utilities	Internet Service Providers		Personal Finance > Home Utilities > Internet Service Providers	Content relating to Personal Finance > Home Utilities > Internet Service Providers: ISP, internet provider, broadband, cable internet. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about internet service providers rather than adjacent personal finance categories. Common confusers: gas and electric, phone services, water services.	internet service providers, isp, internet provider, broadband, cable internet	gas and electric, phone services, water services
420	417	Personal Finance	Home Utilities	Phone Services		Personal Finance > Home Utilities > Phone Services	Content relating to Personal Finance > Home Utilities > Phone Services: phone service, mobile plan, landline, phone bill. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about phone services rather than adjacent personal finance categories. Common confusers: gas and electric, internet service providers, water services.	phone services, phone service, mobile plan, landline, phone bill	gas and electric, internet service providers, water services
421	417	Personal Finance	Home Utilities	Water Services		Personal Finance > Home Utilities > Water Services	Content relating to Personal Finance > Home Utilities > Water Services: water utility, water bill, water company. Best for household money management, borrowing, insurance, retirement, taxes, and consumer investing. Typical matches include comparisons, calculators, rates, tax guidance, planning advice, and account explainers. Prefer this label when the page is primarily about water services rather than adjacent personal finance categories. Common confusers: gas and electric, internet service providers, phone services.	water services, water utility, water bill, water company	gas and electric, internet service providers, phone services
