Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Path	Description	Keywords	Negative Keywords
256	248	Hobbies & Interests	Arts and Crafts	Scrapbooking		Hobbies & Interests > Arts and Crafts > Scrapbooking	Content relating to Hobbies & Interests > Arts and Crafts > Scrapbooking: scrapbooking, scrapbook, memory keeping, photo albums, craft. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about beadwork, candle and soap making, drawing and sketching, jewelry making, needlework, painting.	scrapbooking, hobbies and interests, hobbies, interests, arts and crafts, arts, crafts, scrapbook, memory keeping, photo albums, craft	beadwork, candle and soap making, drawing and sketching, jewelry making, needlework, painting, photography, woodworking, enterprise finance, medical diagnosis, breaking politics, real estate listings
257	248	Hobbies & Interests	Arts and Crafts	Woodworking		Hobbies & Interests > Arts and Crafts > Woodworking	Content relating to Hobbies & Interests > Arts and Crafts > Woodworking: woodworking, woodwork, carpentry, furniture making, wood crafts. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about beadwork, candle and soap making, drawing and sketching, jewelry making, needlework, painting.	woodworking, hobbies and interests, hobbies, interests, arts and crafts, arts, crafts, woodwork, carpentry, furniture making, wood crafts	beadwork, candle and soap making, drawing and sketching, jewelry making, needlework, painting, photography, scrapbooking, enterprise finance, medical diagnosis, breaking politics, real estate listings
258	239	Hobbies & Interests	Beekeeping			Hobbies & Interests > Beekeeping	Content relating to Hobbies & Interests > Beekeeping: beekeeping, beekeepers, honey bees, apiary, hive, beekeeping tips. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, birdwatching, cigars, collecting, content production.	beekeeping, hobbies and interests, hobbies, interests, beekeepers, honey bees, apiary, hive, beekeeping tips	antiquing and antiques, arts and crafts, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
259	239	Hobbies & Interests	Birdwatching			Hobbies & Interests > Birdwatching	Content relating to Hobbies & Interests > Birdwatching: birdwatching, birding, birds, bird identification, ornithology. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, cigars, collecting, content production.	birdwatching, hobbies and interests, hobbies, interests, birding, birds, bird identification, ornithology	antiquing and antiques, arts and crafts, beekeeping, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
260	239	Hobbies & Interests	Cigars			Hobbies & Interests > Cigars	Content relating to Hobbies & Interests > Cigars: cigars, cigar smoking, cigar lounge, premium cigars, cigar culture. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, collecting, content production.	cigars, hobbies and interests, hobbies, interests, cigar smoking, cigar lounge, premium cigars, cigar culture	antiquing and antiques, arts and crafts, beekeeping, birdwatching, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
261	239	Hobbies & Interests	Collecting			Hobbies & Interests > Collecting	Content relating to Hobbies & Interests > Collecting: collecting, collectors, collectibles, collection, hobby collecting. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, content production.	collecting, hobbies and interests, hobbies, interests, collectors, collectibles, collection, hobby collecting	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
262	261	Hobbies & Interests	Collecting	Comic Books		Hobbies & Interests > Collecting > Comic Books	Content relating to Hobbies & Interests > Collecting > Comic Books: comic books, comics collecting, comic collection, graphic novel collection. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about stamps and coins, enterprise finance, medical diagnosis, breaking politics, real estate listings.	comic books, hobbies and interests, hobbies, interests, collecting, comics collecting, comic collection, graphic novel collection	stamps and coins, enterprise finance, medical diagnosis, breaking politics, real estate listings
263	261	Hobbies & Interests	Collecting	Stamps and Coins		Hobbies & Interests > Collecting > Stamps and Coins	Content relating to Hobbies & Interests > Collecting > Stamps and Coins: stamp collecting, coin collecting, numismatics, philately, stamps and coins. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about comic books, enterprise finance, medical diagnosis, breaking politics, real estate listings.	stamps and coins, stamps, coins, hobbies and interests, hobbies, interests, collecting, stamp collecting, coin collecting, numismatics, philately	comic books, enterprise finance, medical diagnosis, breaking politics, real estate listings
264	239	Hobbies & Interests	Content Production			Hobbies & Interests > Content Production	Content relating to Hobbies & Interests > Content Production: content creation, content production, creating content, media production. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	content production, hobbies and interests, hobbies, interests, content creation, creating content, media production	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
265	264	Hobbies & Interests	Content Production	Audio Production		Hobbies & Interests > Content Production > Audio Production	Content relating to Hobbies & Interests > Content Production > Audio Production: audio production, podcasting, sound recording, audio editing, music production. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about freelance writing, screenwriting, video production, enterprise finance, medical diagnosis, breaking politics.	audio production, hobbies and interests, hobbies, interests, content production, podcasting, sound recording, audio editing, music production	freelance writing, screenwriting, video production, enterprise finance, medical diagnosis, breaking politics, real estate listings
266	264	Hobbies & Interests	Content Production	Freelance Writing		Hobbies & Interests > Content Production > Freelance Writing	Content relating to Hobbies & Interests > Content Production > Freelance Writing: freelance writing, freelance writer, writing gigs, content writing. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about audio production, screenwriting, video production, enterprise finance, medical diagnosis, breaking politics.	freelance writing, hobbies and interests, hobbies, interests, content production, freelance writer, writing gigs, content writing	audio production, screenwriting, video production, enterprise finance, medical diagnosis, breaking politics, real estate listings
267	264	Hobbies & Interests	Content Production	Screenwriting		Hobbies & Interests > Content Production > Screenwriting	Content relating to Hobbies & Interests > Content Production > Screenwriting: screenwriting, screenplay, script writing, film script, TV writing. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about audio production, freelance writing, video production, enterprise finance, medical diagnosis, breaking politics.	screenwriting, hobbies and interests, hobbies, interests, content production, screenplay, script writing, film script, tv writing	audio production, freelance writing, video production, enterprise finance, medical diagnosis, breaking politics, real estate listings
268	264	Hobbies & Interests	Content Production	Video Production		Hobbies & Interests > Content Production > Video Production	Content relating to Hobbies & Interests > Content Production > Video Production: video production, video editing, filmmaking, video creation. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about audio production, freelance writing, screenwriting, enterprise finance, medical diagnosis, breaking politics.	video production, hobbies and interests, hobbies, interests, content production, video editing, filmmaking, video creation	audio production, freelance writing, screenwriting, enterprise finance, medical diagnosis, breaking politics, real estate listings
269	239	Hobbies & Interests	Games and Puzzles			Hobbies & Interests > Games and Puzzles	Content relating to Hobbies & Interests > Games and Puzzles: games, puzzles, board games, puzzle solving, game night. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	games and puzzles, games, puzzles, hobbies and interests, hobbies, interests, board games, puzzle solving, game night	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, genealogy and ancestry, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
270	269	Hobbies & Interests	Games and Puzzles	Board Games and Puzzles		Hobbies & Interests > Games and Puzzles > Board Games and Puzzles	Content relating to Hobbies & Interests > Games and Puzzles > Board Games and Puzzles: board games, tabletop games, puzzles, jigsaw, game night. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about card games, roleplaying games, enterprise finance, medical diagnosis, breaking politics, real estate listings.	board games and puzzles, board games, puzzles, hobbies and interests, hobbies, interests, games and puzzles, games, tabletop games, jigsaw, game night	card games, roleplaying games, enterprise finance, medical diagnosis, breaking politics, real estate listings
271	269	Hobbies & Interests	Games and Puzzles	Card Games		Hobbies & Interests > Games and Puzzles > Card Games	Content relating to Hobbies & Interests > Games and Puzzles > Card Games: card games, playing cards, poker, bridge, card games. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about board games and puzzles, roleplaying games, enterprise finance, medical diagnosis, breaking politics, real estate listings.	card games, hobbies and interests, hobbies, interests, games and puzzles, games, puzzles, playing cards, poker, bridge	board games and puzzles, roleplaying games, enterprise finance, medical diagnosis, breaking politics, real estate listings
272	269	Hobbies & Interests	Games and Puzzles	Roleplaying Games		Hobbies & Interests > Games and Puzzles > Roleplaying Games	Content relating to Hobbies & Interests > Games and Puzzles > Roleplaying Games: RPG, roleplaying games, D&D, tabletop RPG, role-play. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about board games and puzzles, card games, enterprise finance, medical diagnosis, breaking politics, real estate listings.	roleplaying games, hobbies and interests, hobbies, interests, games and puzzles, games, puzzles, rpg, d&d, tabletop rpg, role-play	board games and puzzles, card games, enterprise finance, medical diagnosis, breaking politics, real estate listings
273	239	Hobbies & Interests	Genealogy and Ancestry			Hobbies & Interests > Genealogy and Ancestry	Content relating to Hobbies & Interests > Genealogy and Ancestry: genealogy, family tree, ancestry, family history, DNA ancestry. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	genealogy and ancestry, genealogy, ancestry, hobbies and interests, hobbies, interests, family tree, family history, dna ancestry	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, magic and illusion, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
241	239	Hobbies & Interests	Magic and Illusion			Hobbies & Interests > Magic and Illusion	Content relating to Hobbies & Interests > Magic and Illusion: magic, illusion, magician, card tricks, stage magic. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	magic and illusion, magic, illusion, hobbies and interests, hobbies, interests, magician, card tricks, stage magic	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, model toys, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
242	239	Hobbies & Interests	Model Toys			Hobbies & Interests > Model Toys	Content relating to Hobbies & Interests > Model Toys: model kits, scale models, model building, toy models, collectible models. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	model toys, hobbies and interests, hobbies, interests, model kits, scale models, model building, toy models, collectible models	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, musical instruments, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
243	239	Hobbies & Interests	Musical Instruments			Hobbies & Interests > Musical Instruments	Content relating to Hobbies & Interests > Musical Instruments: musical instruments, guitar, piano, drums, learning instrument. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	musical instruments, hobbies and interests, hobbies, interests, guitar, piano, drums, learning instrument	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, paranormal phenomena, enterprise finance, medical diagnosis, breaking politics, real estate listings
244	239	Hobbies & Interests	Paranormal Phenomena			Hobbies & Interests > Paranormal Phenomena	Content relating to Hobbies & Interests > Paranormal Phenomena: paranormal, ghosts, UFOs, supernatural, paranormal investigation. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	paranormal phenomena, hobbies and interests, hobbies, interests, paranormal, ghosts, ufos, supernatural, paranormal investigation	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, enterprise finance, medical diagnosis, breaking politics, real estate listings
245	239	Hobbies & Interests	Radio Control			Hobbies & Interests > Radio Control	Content relating to Hobbies & Interests > Radio Control: RC, radio control, RC cars, drones, remote control hobby. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	radio control, hobbies and interests, hobbies, interests, rc, rc cars, drones, remote control hobby	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, enterprise finance, medical diagnosis, breaking politics, real estate listings
246	239	Hobbies & Interests	Sci-fi and Fantasy			Hobbies & Interests > Sci-fi and Fantasy	Content relating to Hobbies & Interests > Sci-fi and Fantasy: sci-fi fantasy, science fiction and fantasy, SF&F, genre fiction. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	sci-fi and fantasy, sci-fi, fantasy, hobbies and interests, hobbies, interests, sci-fi fantasy, science fiction and fantasy, sf&f, genre fiction	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, enterprise finance, medical diagnosis, breaking politics, real estate listings
247	239	Hobbies & Interests	Workshops and Classes			Hobbies & Interests > Workshops and Classes	Content relating to Hobbies & Interests > Workshops and Classes: workshops, classes, learning, hobby classes, skill workshops. Use for leisure activities, enthusiast communities, collecting, crafts, maker culture, outdoor hobbies, and passion-driven how-to content. Avoid classifying content here when it is primarily about antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting.	workshops and classes, workshops, classes, hobbies and interests, hobbies, interests, learning, hobby classes, skill workshops	antiquing and antiques, arts and crafts, beekeeping, birdwatching, cigars, collecting, content production, games and puzzles, genealogy and ancestry, magic and illusion, model toys, musical instruments, enterprise finance, medical diagnosis, breaking politics, real estate listings
1KXCLD		Holidays				Holidays	Content relating to Holidays: holidays, holiday celebration, festive, seasonal holidays. Use for holiday-specific planning, traditions, seasonal ideas, gift guides, celebrations, decorations, and holiday travel or meal content. Avoid classifying content here when it is primarily about evergreen ecommerce without holiday context, software engineering, medical emergencies, stock trading, attractions, automotive.	holidays, holiday celebration, festive, seasonal holidays	evergreen ecommerce without holiday context, software engineering, medical emergencies, stock trading, attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters
157	1KXCLD	Holidays	National & Civic Holidays			Holidays > National & Civic Holidays	Content relating to Holidays > National & Civic Holidays: national holidays, civic holidays, federal holidays, public holidays, Independence Day. Use for holiday-specific planning, traditions, seasonal ideas, gift guides, celebrations, decorations, and holiday travel or meal content. Avoid classifying content here when it is primarily about evergreen ecommerce without holiday context, software engineering, medical emergencies, stock trading.	national and civic holidays, national, civic holidays, holidays, national holidays, federal holidays, public holidays, independence day	evergreen ecommerce without holiday context, software engineering, medical emergencies, stock trading
274		Home & Garden				Home & Garden	Content relating to Home & Garden: home, garden, household, gardening, home improvement. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about hotel booking, stock analysis, sports game recaps, medical surgery, attractions, automotive.	home and garden, home, garden, household, gardening, home improvement	hotel booking, stock analysis, sports game recaps, medical surgery, attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters
275	274	Home & Garden	Gardening			Home & Garden > Gardening	Content relating to Home & Garden > Gardening: gardening, garden, plants, landscaping, vegetable garden, flowers. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating.	gardening, home and garden, home, garden, plants, landscaping, vegetable garden, flowers	home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
278	274	Home & Garden	Home Appliances			Home & Garden > Home Appliances	Content relating to Home & Garden > Home Appliances: home appliances, refrigerator, washer, dryer, kitchen appliances. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home entertaining, home improvement, home security, indoor environmental quality, interior decorating.	home appliances, home and garden, home, garden, refrigerator, washer, dryer, kitchen appliances	gardening, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
279	274	Home & Garden	Home Entertaining			Home & Garden > Home Entertaining	Content relating to Home & Garden > Home Entertaining: home entertaining, hosting, party at home, dinner party, entertaining. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home improvement, home security, indoor environmental quality, interior decorating.	home entertaining, home and garden, home, garden, hosting, party at home, dinner party, entertaining	gardening, home appliances, home improvement, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
280	274	Home & Garden	Home Improvement			Home & Garden > Home Improvement	Content relating to Home & Garden > Home Improvement: home improvement, DIY home, renovation, home repair, remodeling. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home security, indoor environmental quality, interior decorating.	home improvement, home and garden, home, garden, diy home, renovation, home repair, remodeling	gardening, home appliances, home entertaining, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
281	274	Home & Garden	Home Security			Home & Garden > Home Security	Content relating to Home & Garden > Home Security: home security, alarm system, security cameras, home safety. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, indoor environmental quality, interior decorating.	home security, home and garden, home, garden, alarm system, security cameras, home safety	gardening, home appliances, home entertaining, home improvement, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
282	274	Home & Garden	Indoor Environmental Quality			Home & Garden > Indoor Environmental Quality	Content relating to Home & Garden > Indoor Environmental Quality: indoor air quality, IAQ, ventilation, mold, indoor environment. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, interior decorating.	indoor environmental quality, home and garden, home, garden, indoor air quality, iaq, ventilation, mold, indoor environment	gardening, home appliances, home entertaining, home improvement, home security, interior decorating, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
283	274	Home & Garden	Interior Decorating			Home & Garden > Interior Decorating	Content relating to Home & Garden > Interior Decorating: interior design, home decor, decorating, interior styling. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality.	interior decorating, home and garden, home, garden, interior design, home decor, decorating, interior styling	gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality, landscaping, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
284	274	Home & Garden	Landscaping			Home & Garden > Landscaping	Content relating to Home & Garden > Landscaping: landscaping, lawn care, yard, outdoor design, landscape design. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality.	landscaping, home and garden, home, garden, lawn care, yard, outdoor design, landscape design	gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, outdoor decorating, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
285	274	Home & Garden	Outdoor Decorating			Home & Garden > Outdoor Decorating	Content relating to Home & Garden > Outdoor Decorating: outdoor decor, patio, deck, outdoor living, exterior decorating. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality.	outdoor decorating, home and garden, home, garden, outdoor decor, patio, deck, outdoor living, exterior decorating	gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, landscaping, remodeling & construction, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
276	274	Home & Garden	Remodeling & Construction			Home & Garden > Remodeling & Construction	Content relating to Home & Garden > Remodeling & Construction: remodeling, construction, home renovation, building, contractor. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality.	remodeling and construction, remodeling, construction, home and garden, home, garden, home renovation, building, contractor	gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, smart home, hotel booking, stock analysis, sports game recaps, medical surgery
277	274	Home & Garden	Smart Home			Home & Garden > Smart Home	Content relating to Home & Garden > Smart Home: smart home, home automation, IoT home, Alexa, smart devices. Use for homes, interior living, DIY, remodeling, decor, home maintenance, gardening, landscaping, and household improvement topics. Avoid classifying content here when it is primarily about gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality.	smart home, home and garden, home, garden, home automation, iot home, alexa, smart devices	gardening, home appliances, home entertaining, home improvement, home security, indoor environmental quality, interior decorating, landscaping, outdoor decorating, remodeling & construction, hotel booking, stock analysis, sports game recaps, medical surgery
383		Law				Law	Content relating to Law: law, legal, attorney, lawyer, legal system, courts. Use for legal systems, statutes, courts, lawsuits, legal rights, compliance, case law, and attorney-focused informational content. Avoid classifying content here when it is primarily about crime reporting without legal analysis, fictional courtroom drama, shopping product pages, medical treatment, attractions, automotive.	law, legal, attorney, lawyer, legal system, courts	crime reporting without legal analysis, fictional courtroom drama, shopping product pages, medical treatment, attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters
286		Medical Health				Medical Health	Content relating to Medical Health: medical health, medicine, healthcare, clinical, medical treatment. Use for clinical health, symptoms, diagnoses, disease education, treatment options, medical services, patient guidance, and evidence-based care topics. Relevant pages may include symptom explanations, condition overviews, treatment guidance, provider information, patient education, and preventive care resources. Avoid classifying content here when it is primarily about wellness inspiration only, beauty shopping, sports scores, stock investing, attractions, automotive.	medical health, medicine, healthcare, clinical, medical treatment	wellness inspiration only, beauty shopping, sports scores, stock investing, attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters
323	286	Medical Health	Cosmetic Medical Services			Medical Health > Cosmetic Medical Services	Content relating to Medical Health > Cosmetic Medical Services: cosmetic surgery, plastic surgery, Botox, cosmetic procedures. Use for clinical health, symptoms, diagnoses, disease education, treatment options, medical services, patient guidance, and evidence-based care topics. Relevant pages may include symptom explanations, condition overviews, treatment guidance, provider information, patient education, and preventive care resources. Avoid classifying content here when it is primarily about diseases and conditions, medical tests, pharmaceutical drugs, surgery, vaccines, wellness inspiration only.	cosmetic medical services, medical health, cosmetic surgery, plastic surgery, botox, cosmetic procedures	diseases and conditions, medical tests, pharmaceutical drugs, surgery, vaccines, wellness inspiration only, beauty shopping, sports scores, stock investing
287	286	Medical Health	Diseases and Conditions			Medical Health > Diseases and Conditions	Content relating to Medical Health > Diseases and Conditions: diseases, medical conditions, illness, diagnosis, treatment. Use for clinical health, symptoms, diagnoses, disease education, treatment options, medical services, patient guidance, and evidence-based care topics. Relevant pages may include symptom explanations, condition overviews, treatment guidance, provider information, patient education, and preventive care resources. Avoid classifying content here when it is primarily about cosmetic medical services, medical tests, pharmaceutical drugs, surgery, vaccines, wellness inspiration only.	diseases and conditions, diseases, conditions, medical health, medical conditions, illness, diagnosis, treatment	cosmetic medical services, medical tests, pharmaceutical drugs, surgery, vaccines, wellness inspiration only, beauty shopping, sports scores, stock investing
288	287	Medical Health	Diseases and Conditions	Allergies		Medical Health > Diseases and Conditions > Allergies	Content relating to Medical Health > Diseases and Conditions > Allergies: allergies, allergic reaction, allergy symptoms, antihistamine, allergy treatment. Use for clinical health, symptoms, diagnoses, disease education, treatment options, medical services, patient guidance, and evidence-based care topics. Relevant pages may include symptom explanations, condition overviews, treatment guidance, provider information, patient education, and preventive care resources. Avoid classifying content here when it is primarily about blood disorders, bone and joint conditions, brain and nervous system disorders, cancer, cold and flu, dental health.	allergies, medical health, diseases and conditions, diseases, conditions, allergic reaction, allergy symptoms, antihistamine, allergy treatment	blood disorders, bone and joint conditions, brain and nervous system disorders, cancer, cold and flu, dental health, diabetes, digestive disorders, ear, nose and throat conditions, endocrine and metabolic diseases, eye and vision conditions, foot health, wellness inspiration only, beauty shopping, sports scores, stock investing
306	287	Medical Health	Diseases and Conditions	Blood Disorders		Medical Health > Diseases and Conditions > Blood Disorders	Content relating to Medical Health > Diseases and Conditions > Blood Disorders: blood disorders, anemia, clotting, hematology, blood disease. Use for clinical health, symptoms, diagnoses, disease education, treatment options, medical services, patient guidance, and evidence-based care topics. Relevant pages may include symptom explanations, condition overviews, treatment guidance, provider information, patient education, and preventive care resources. Avoid classifying content here when it is primarily about allergies, bone and joint conditions, brain and nervous system disorders, cancer, cold and flu, dental health.	blood disorders, medical health, diseases and conditions, diseases, conditions, anemia, clotting, hematology, blood disease	allergies, bone and joint conditions, brain and nervous system disorders, cancer, cold and flu, dental health, diabetes, digestive disorders, ear, nose and throat conditions, endocrine and metabolic diseases, eye and vision conditions, foot health, wellness inspiration only, beauty shopping, sports scores, stock investing
