unique_id	parent_id	path	description	keywords
347	338	Entertainment > Music > College Radio	Content about College Radio within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, college, and radio.	entertainment, music, college, radio
348	338	Entertainment > Music > Comedy (Music and Audio)	Content about Comedy (Music and Audio) within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, comedy, and audio.	entertainment, music, comedy, audio
349	338	Entertainment > Music > Contemporary Hits/Pop/Top 40	Content about Contemporary Hits/Pop/Top 40 within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, contemporary, hits, pop, and top.	entertainment, music, contemporary, hits, pop, top
350	338	Entertainment > Music > Country Music	Content about Country Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, and country.	entertainment, music, country
351	338	Entertainment > Music > Dance and Electronic Music	Content about Dance and Electronic Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, dance, and electronic.	entertainment, music, dance, electronic
354	338	Entertainment > Music > Gospel Music	Content about Gospel Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, and gospel.	entertainment, music, gospel
355	338	Entertainment > Music > Hip Hop Music	Content about Hip Hop Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, hip, and hop.	entertainment, music, hip, hop
356	338	Entertainment > Music > Inspirational/New Age Music	Content about Inspirational/New Age Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, inspirational, new, and age.	entertainment, music, inspirational, new, age
357	338	Entertainment > Music > Jazz	Content about Jazz within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, and jazz.	entertainment, music, jazz
358	338	Entertainment > Music > Oldies/Adult Standards	Content about Oldies/Adult Standards within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, oldies, oldie, adult, and standards.	entertainment, music, oldies, oldie, adult, standards, standard
362	338	Entertainment > Music > R&B/Soul/Funk	Content about R&B/Soul/Funk within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, soul, and funk.	entertainment, music, soul, funk
359	338	Entertainment > Music > Reggae	Content about Reggae within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, and reggae.	entertainment, music, reggae
361	338	Entertainment > Music > Religious (Music and Audio)	Content about Religious (Music and Audio) within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, religious, religiou, and audio.	entertainment, music, religious, religiou, audio
363	338	Entertainment > Music > Rock Music	Content about Rock Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, and rock.	entertainment, music, rock
364	363	Entertainment > Music > Rock Music > Album-oriented Rock	Content about Album-oriented Rock within Entertainment, Music, and Rock Music, focused on entertainment, music, rock, album, and oriented and closely related topics, products, services, or trends.	entertainment, music, rock, album, oriented
365	363	Entertainment > Music > Rock Music > Alternative Rock	Content about Alternative Rock within Entertainment, Music, and Rock Music, focused on entertainment, music, rock, and alternative and closely related topics, products, services, or trends.	entertainment, music, rock, alternative
366	363	Entertainment > Music > Rock Music > Classic Rock	Content about Classic Rock within Entertainment, Music, and Rock Music, focused on entertainment, music, rock, and classic and closely related topics, products, services, or trends.	entertainment, music, rock, classic
367	363	Entertainment > Music > Rock Music > Hard Rock	Content about Hard Rock within Entertainment, Music, and Rock Music, focused on entertainment, music, rock, and hard and closely related topics, products, services, or trends.	entertainment, music, rock, hard
368	363	Entertainment > Music > Rock Music > Soft Rock	Content about Soft Rock within Entertainment, Music, and Rock Music, focused on entertainment, music, rock, and soft and closely related topics, products, services, or trends.	entertainment, music, rock, soft
353	338	Entertainment > Music > Songwriters/Folk	Content about Songwriters/Folk within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, songwriters, songwriter, and folk.	entertainment, music, songwriters, songwriter, folk
369	338	Entertainment > Music > Soundtracks, TV and Showtunes	Content about Soundtracks, TV and Showtunes within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, soundtracks, soundtrack, showtunes, and showtune.	entertainment, music, soundtracks, soundtrack, showtunes, showtune
352	338	Entertainment > Music > World/International Music	Content about World/International Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, world, and international.	entertainment, music, world, international
377	338	Entertainment > Music > Urban Contemporary Music	Content about Urban Contemporary Music within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, urban, and contemporary.	entertainment, music, urban, contemporary
378	338	Entertainment > Music > Variety (Music and Audio)	Content about Variety (Music and Audio) within Entertainment and Music, including articles, updates, reviews, guides, and discussions related to entertainment, music, variety, and audio.	entertainment, music, variety, audio
163		Personal Celebrations & Life Events	Content primarily about Personal Celebrations & Life Events, including news, information, guides, reviews, products, services, and trends related to major life events, celebrations, ceremonies, milestones, and event planning.	personal, celebrations, celebration, life, events, event
164	163	Personal Celebrations & Life Events > Anniversary	Content about Anniversary within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, anniversary
166	163	Personal Celebrations & Life Events > Baby Shower	Content about Baby Shower within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, baby, shower
167	163	Personal Celebrations & Life Events > Bachelor Party	Content about Bachelor Party within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, bachelor, party
168	163	Personal Celebrations & Life Events > Bachelorette Party	Content about Bachelorette Party within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, bachelorette, party
169	163	Personal Celebrations & Life Events > Birth	Content about Birth within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, birth
170	163	Personal Celebrations & Life Events > Birthday	Content about Birthday within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, birthday
171	163	Personal Celebrations & Life Events > Funeral	Content about Funeral within Personal Celebrations & Life Events, covering topics such as memorial services, mourning, end-of-life planning, personal, celebrations, and celebration, along with relevant news, advice, products, services, and trends.	memorial services, mourning, end-of-life planning, personal, celebrations, celebration, life, events, event, funeral
172	163	Personal Celebrations & Life Events > Graduation	Content about Graduation within Personal Celebrations & Life Events, covering topics such as personal, celebrations, celebration, life, events, and event, along with relevant news, advice, products, services, and trends.	personal, celebrations, celebration, life, events, event, graduation
173	163	Personal Celebrations & Life Events > Prom	Content about Prom within Personal Celebrations & Life Events, covering topics such as school dances, formal events, celebrations, personal, celebration, and life, along with relevant news, advice, products, services, and trends.	school dances, formal events, celebrations, personal, celebration, life, events, event, prom
165	163	Personal Celebrations & Life Events > Wedding	Content about Wedding within Personal Celebrations & Life Events, covering topics such as ceremonies, receptions, bridal planning, personal, celebrations, and celebration, along with relevant news, advice, products, services, and trends.	ceremonies, receptions, bridal planning, personal, celebrations, celebration, life, events, event, wedding
391		Personal Finance	Content primarily about Personal Finance, including news, information, guides, reviews, products, services, and trends related to personal and finance.	personal, finance
392	391	Personal Finance > Consumer Banking	Content about Consumer Banking within Personal Finance, covering topics such as personal, finance, consumer, and banking, along with relevant news, advice, products, services, and trends.	personal, finance, consumer, banking
393	391	Personal Finance > Financial Assistance	Content about Financial Assistance within Personal Finance, covering topics such as personal, finance, financial, and assistance, along with relevant news, advice, products, services, and trends.	personal, finance, financial, assistance
394	393	Personal Finance > Financial Assistance > Government Support and Welfare	Content about Government Support and Welfare within Personal Finance and Financial Assistance, including articles, updates, reviews, guides, and discussions related to personal, finance, financial, assistance, government, and support.	personal, finance, financial, assistance, government, support, welfare
395	393	Personal Finance > Financial Assistance > Student Financial Aid	Content about Student Financial Aid within Personal Finance and Financial Assistance, including articles, updates, reviews, guides, and discussions related to personal, finance, financial, assistance, student, and aid.	personal, finance, financial, assistance, student, aid
396	391	Personal Finance > Financial Planning	Content about Financial Planning within Personal Finance, covering topics such as personal, finance, financial, and planning, along with relevant news, advice, products, services, and trends.	personal, finance, financial, planning
397	391	Personal Finance > Frugal Living	Content about Frugal Living within Personal Finance, covering topics such as personal, finance, frugal, and living, along with relevant news, advice, products, services, and trends.	personal, finance, frugal, living
417	391	Personal Finance > Home Utilities	Content about Home Utilities within Personal Finance, covering topics such as personal, finance, home, utilities, and utilitie, along with relevant news, advice, products, services, and trends.	personal, finance, home, utilities, utilitie
418	417	Personal Finance > Home Utilities > Gas and Electric	Content about Gas and Electric within Personal Finance and Home Utilities, including articles, updates, reviews, guides, and discussions related to personal, finance, home, utilities, utilitie, and gas.	personal, finance, home, utilities, utilitie, gas, electric
419	417	Personal Finance > Home Utilities > Internet Service Providers	Content about Internet Service Providers within Personal Finance and Home Utilities, including articles, updates, reviews, guides, and discussions related to online services, web platforms, websites, digital communication, personal, and finance.	online services, web platforms, websites, digital communication, personal, finance, home, utilities, utilitie, internet, service, providers, provider
420	417	Personal Finance > Home Utilities > Phone Services	Content about Phone Services within Personal Finance and Home Utilities, including articles, updates, reviews, guides, and discussions related to personal, finance, home, utilities, utilitie, and phone.	personal, finance, home, utilities, utilitie, phone, services, service
421	417	Personal Finance > Home Utilities > Water Services	Content about Water Services within Personal Finance and Home Utilities, including articles, updates, reviews, guides, and discussions related to personal, finance, home, utilities, utilitie, and water.	personal, finance, home, utilities, utilitie, water, services, service
398	391	Personal Finance > Insurance	Content about Insurance within Personal Finance, covering topics such as personal, finance, and insurance, along with relevant news, advice, products, services, and trends.	personal, finance, insurance
399	398	Personal Finance > Insurance > Health Insurance	Content about Health Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and health.	personal, finance, insurance, health
400	398	Personal Finance > Insurance > Home Insurance	Content about Home Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and home.	personal, finance, insurance, home
401	398	Personal Finance > Insurance > Life Insurance	Content about Life Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and life.	personal, finance, insurance, life
402	398	Personal Finance > Insurance > Motor Insurance	Content about Motor Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and motor.	personal, finance, insurance, motor
403	398	Personal Finance > Insurance > Pet Insurance	Content about Pet Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and pet.	personal, finance, insurance, pet
404	398	Personal Finance > Insurance > Travel Insurance	Content about Travel Insurance within Personal Finance and Insurance, including articles, updates, reviews, guides, and discussions related to personal, finance, insurance, and travel.	personal, finance, insurance, travel
405	391	Personal Finance > Personal Debt	Content about Personal Debt within Personal Finance, covering topics such as personal, finance, and debt, along with relevant news, advice, products, services, and trends.	personal, finance, debt
406	405	Personal Finance > Personal Debt > Credit Cards	Content about Credit Cards within Personal Finance and Personal Debt, including articles, updates, reviews, guides, and discussions related to personal, finance, debt, credit, cards, and card.	personal, finance, debt, credit, cards, card
407	405	Personal Finance > Personal Debt > Home Financing	Content about Home Financing within Personal Finance and Personal Debt, including articles, updates, reviews, guides, and discussions related to personal, finance, debt, home, and financing.	personal, finance, debt, home, financing
408	405	Personal Finance > Personal Debt > Personal Loans	Content about Personal Loans within Personal Finance and Personal Debt, including articles, updates, reviews, guides, and discussions related to personal, finance, debt, loans, and loan.	personal, finance, debt, loans, loan
409	405	Personal Finance > Personal Debt > Student Loans	Content about Student Loans within Personal Finance and Personal Debt, including articles, updates, reviews, guides, and discussions related to personal, finance, debt, student, loans, and loan.	personal, finance, debt, student, loans, loan
410	391	Personal Finance > Personal Investing	Content about Personal Investing within Personal Finance, covering topics such as personal, finance, and investing, along with relevant news, advice, products, services, and trends.	personal, finance, investing
411	410	Personal Finance > Personal Investing > Hedge Funds	Content about Hedge Funds within Personal Finance and Personal Investing, including articles, updates, reviews, guides, and discussions related to personal, finance, investing, hedge, funds, and fund.	personal, finance, investing, hedge, funds, fund
412	410	Personal Finance > Personal Investing > Mutual Funds	Content about Mutual Funds within Personal Finance and Personal Investing, including articles, updates, reviews, guides, and discussions related to personal, finance, investing, mutual, funds, and fund.	personal, finance, investing, mutual, funds, fund
413	410	Personal Finance > Personal Investing > Options	Content about Options within Personal Finance and Personal Investing, including articles, updates, reviews, guides, and discussions related to personal, finance, investing, options, and option.	personal, finance, investing, options, option
414	410	Personal Finance > Personal Investing > Stocks and Bonds	Content about Stocks and Bonds within Personal Finance and Personal Investing, including articles, updates, reviews, guides, and discussions related to personal, finance, investing, stocks, stock, and bonds.	personal, finance, investing, stocks, stock, bonds, bond
415	391	Personal Finance > Personal Taxes	Content about Personal Taxes within Personal Finance, covering topics such as personal, finance, taxes, and taxe, along with relevant news, advice, products, services, and trends.	personal, finance, taxes, taxe
416	391	Personal Finance > Retirement Planning	Content about Retirement Planning within Personal Finance, covering topics such as personal, finance, retirement, and planning, along with relevant news, advice, products, services, and trends.	personal, finance, retirement, planning
422		Pets	Content primarily about Pets, including news, information, guides, reviews, products, services, and trends related to pets, animal care, training, breeds, and pet products or services.	pets
423	422	Pets > Birds	Content about Birds within Pets, covering topics such as pets, birds, and bird, along with relevant news, advice, products, services, and trends.	pets, birds, bird
424	422	Pets > Cats	Content about Cats within Pets, covering topics such as pets and cats, along with relevant news, advice, products, services, and trends.	pets, cats
425	422	Pets > Dogs	Content about Dogs within Pets, covering topics such as pets and dogs, along with relevant news, advice, products, services, and trends.	pets, dogs
426	422	Pets > Fish and Aquariums	Content about Fish and Aquariums within Pets, covering topics such as pets, fish, aquariums, and aquarium, along with relevant news, advice, products, services, and trends.	pets, fish, aquariums, aquarium
427	422	Pets > Large Animals	Content about Large Animals within Pets, covering topics such as pets, large, animals, and animal, along with relevant news, advice, products, services, and trends.	pets, large, animals, animal
428	422	Pets > Pet Adoptions	Content about Pet Adoptions within Pets, covering topics such as pets, pet, adoptions, and adoption, along with relevant news, advice, products, services, and trends.	pets, pet, adoptions, adoption
431	422	Pets > Pet Supplies	Content about Pet Supplies within Pets, covering topics such as pets, pet, supplies, and supplie, along with relevant news, advice, products, services, and trends.	pets, pet, supplies, supplie
429	422	Pets > Reptiles	Content about Reptiles within Pets, covering topics such as pets, reptiles, and reptile, along with relevant news, advice, products, services, and trends.	pets, reptiles, reptile
430	422	Pets > Veterinary Medicine	Content about Veterinary Medicine within Pets, covering topics such as pets, veterinary, and medicine, along with relevant news, advice, products, services, and trends.	pets, veterinary, medicine
386		Politics	Content primarily about Politics, including news, information, guides, reviews, products, services, and trends related to politics and politic.	politics, politic
8YPBBL	386	Politics > Civic affairs	Content about Civic affairs within Politics, covering topics such as politics, politic, civic, affairs, and affair, along with relevant news, advice, products, services, and trends.	politics, politic, civic, affairs, affair
387	386	Politics > Elections	Content about Elections within Politics, covering topics such as politics, politic, elections, and election, along with relevant news, advice, products, services, and trends.	politics, politic, elections, election
388	386	Politics > Political Issues & Policy	Content about Political Issues & Policy within Politics, covering topics such as politics, politic, political, issues, issue, and policy, along with relevant news, advice, products, services, and trends.	politics, politic, political, issues, issue, policy
432		Pop Culture	Content primarily about Pop Culture, including news, information, guides, reviews, products, services, and trends related to pop and culture.	pop, culture
433	432	Pop Culture > Celebrity Deaths	Content about Celebrity Deaths within Pop Culture, covering topics such as pop, culture, celebrity, deaths, and death, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, deaths, death
434	432	Pop Culture > Celebrity Families	Content about Celebrity Families within Pop Culture, covering topics such as pop, culture, celebrity, families, and familie, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, families, familie
435	432	Pop Culture > Celebrity Homes	Content about Celebrity Homes within Pop Culture, covering topics such as pop, culture, celebrity, homes, and home, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, homes, home
436	432	Pop Culture > Celebrity Pregnancy	Content about Celebrity Pregnancy within Pop Culture, covering topics such as pop, culture, celebrity, and pregnancy, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, pregnancy
437	432	Pop Culture > Celebrity Relationships	Content about Celebrity Relationships within Pop Culture, covering topics such as pop, culture, celebrity, relationships, and relationship, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, relationships, relationship
438	432	Pop Culture > Celebrity Scandal	Content about Celebrity Scandal within Pop Culture, covering topics such as pop, culture, celebrity, and scandal, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, scandal
439	432	Pop Culture > Celebrity Style	Content about Celebrity Style within Pop Culture, covering topics such as pop, culture, celebrity, and style, along with relevant news, advice, products, services, and trends.	pop, culture, celebrity, style
440	432	Pop Culture > Humor and Satire	Content about Humor and Satire within Pop Culture, covering topics such as pop, culture, humor, and satire, along with relevant news, advice, products, services, and trends.	pop, culture, humor, satire
W3CW2J	602	Technology & Computing > Computing > Computer Software and Applications > Productivity	Content about Productivity within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, productivity
441		Real Estate	Content primarily about Real Estate, including news, information, guides, reviews, products, services, and trends related to real and estate.	real, estate
442	441	Real Estate > Apartments	Content about Apartments within Real Estate, covering topics such as real, estate, apartments, and apartment, along with relevant news, advice, products, services, and trends.	real, estate, apartments, apartment
445	441	Real Estate > Developmental Sites	Content about Developmental Sites within Real Estate, covering topics such as real, estate, developmental, sites, and site, along with relevant news, advice, products, services, and trends.	real, estate, developmental, sites, site
446	441	Real Estate > Hotel Properties	Content about Hotel Properties within Real Estate, covering topics such as real, estate, hotel, properties, and propertie, along with relevant news, advice, products, services, and trends.	real, estate, hotel, properties, propertie
447	441	Real Estate > Houses	Content about Houses within Real Estate, covering topics such as real, estate, houses, and house, along with relevant news, advice, products, services, and trends.	real, estate, houses, house
448	441	Real Estate > Industrial Property	Content about Industrial Property within Real Estate, covering topics such as real, estate, industrial, and property, along with relevant news, advice, products, services, and trends.	real, estate, industrial, property
449	441	Real Estate > Land and Farms	Content about Land and Farms within Real Estate, covering topics such as real, estate, land, farms, and farm, along with relevant news, advice, products, services, and trends.	real, estate, land, farms, farm
450	441	Real Estate > Office Property	Content about Office Property within Real Estate, covering topics such as real, estate, office, and property, along with relevant news, advice, products, services, and trends.	real, estate, office, property
451	441	Real Estate > Real Estate Buying and Selling	Content about Real Estate Buying and Selling within Real Estate, covering topics such as real, estate, buying, and selling, along with relevant news, advice, products, services, and trends.	real, estate, buying, selling
452	441	Real Estate > Real Estate Renting and Leasing	Content about Real Estate Renting and Leasing within Real Estate, covering topics such as real, estate, renting, and leasing, along with relevant news, advice, products, services, and trends.	real, estate, renting, leasing
443	441	Real Estate > Retail Property	Content about Retail Property within Real Estate, covering topics such as real, estate, retail, and property, along with relevant news, advice, products, services, and trends.	real, estate, retail, property
444	441	Real Estate > Vacation Properties	Content about Vacation Properties within Real Estate, covering topics such as real, estate, vacation, properties, and propertie, along with relevant news, advice, products, services, and trends.	real, estate, vacation, properties, propertie
453		Religion & Spirituality	Content primarily about Religion & Spirituality, including news, information, guides, reviews, products, services, and trends related to religion and spirituality.	religion, spirituality
454	453	Religion & Spirituality > Agnosticism	Content about Agnosticism within Religion & Spirituality, covering topics such as religion, spirituality, and agnosticism, along with relevant news, advice, products, services, and trends.	religion, spirituality, agnosticism
456	453	Religion & Spirituality > Astrology	Content about Astrology within Religion & Spirituality, covering topics such as religion, spirituality, and astrology, along with relevant news, advice, products, services, and trends.	religion, spirituality, astrology
457	453	Religion & Spirituality > Atheism	Content about Atheism within Religion & Spirituality, covering topics such as religion, spirituality, and atheism, along with relevant news, advice, products, services, and trends.	religion, spirituality, atheism
458	453	Religion & Spirituality > Buddhism	Content about Buddhism within Religion & Spirituality, covering topics such as religion, spirituality, and buddhism, along with relevant news, advice, products, services, and trends.	religion, spirituality, buddhism
459	453	Religion & Spirituality > Christianity	Content about Christianity within Religion & Spirituality, covering topics such as religion, spirituality, and christianity, along with relevant news, advice, products, services, and trends.	religion, spirituality, christianity
460	453	Religion & Spirituality > Hinduism	Content about Hinduism within Religion & Spirituality, covering topics such as religion, spirituality, and hinduism, along with relevant news, advice, products, services, and trends.	religion, spirituality, hinduism
461	453	Religion & Spirituality > Islam	Content about Islam within Religion & Spirituality, covering topics such as religion, spirituality, and islam, along with relevant news, advice, products, services, and trends.	religion, spirituality, islam
462	453	Religion & Spirituality > Judaism	Content about Judaism within Religion & Spirituality, covering topics such as religion, spirituality, and judaism, along with relevant news, advice, products, services, and trends.	religion, spirituality, judaism
463	453	Religion & Spirituality > Sikhism	Content about Sikhism within Religion & Spirituality, covering topics such as religion, spirituality, and sikhism, along with relevant news, advice, products, services, and trends.	religion, spirituality, sikhism
455	453	Religion & Spirituality > Spirituality	Content about Spirituality within Religion & Spirituality, covering topics such as religion and spirituality, along with relevant news, advice, products, services, and trends.	religion, spirituality
464		Science	Content primarily about Science, including news, information, guides, reviews, products, services, and trends related to science.	science
465	464	Science > Biological Sciences	Content about Biological Sciences within Science, covering topics such as science, biological, and sciences, along with relevant news, advice, products, services, and trends.	science, biological, sciences
466	464	Science > Chemistry	Content about Chemistry within Science, covering topics such as science and chemistry, along with relevant news, advice, products, services, and trends.	science, chemistry
467	464	Science > Environment	Content about Environment within Science, covering topics such as science and environment, along with relevant news, advice, products, services, and trends.	science, environment
468	464	Science > Genetics	Content about Genetics within Science, covering topics such as science, genetics, and genetic, along with relevant news, advice, products, services, and trends.	science, genetics, genetic
469	464	Science > Geography	Content about Geography within Science, covering topics such as science and geography, along with relevant news, advice, products, services, and trends.	science, geography
470	464	Science > Geology	Content about Geology within Science, covering topics such as science and geology, along with relevant news, advice, products, services, and trends.	science, geology
471	464	Science > Physics	Content about Physics within Science, covering topics such as science, physics, and physic, along with relevant news, advice, products, services, and trends.	science, physics, physic
472	464	Science > Space and Astronomy	Content about Space and Astronomy within Science, covering topics such as science, space, and astronomy, along with relevant news, advice, products, services, and trends.	science, space, astronomy
390	464	Science > Weather	Content about Weather within Science, covering topics such as science and weather, along with relevant news, advice, products, services, and trends.	science, weather
v9i3On		Sensitive Topics	Content primarily about Sensitive Topics, including news, information, guides, reviews, products, services, and trends related to sensitive, topics, and topic.	sensitive, topics, topic
Rm3SiT	v9i3On	Sensitive Topics > Adult & Explicit Sexual Content	Content about Adult & Explicit Sexual Content within Sensitive Topics, covering topics such as sensitive, topics, topic, adult, explicit, and sexual, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, adult, explicit, sexual, content
avbNf2	v9i3On	Sensitive Topics > Arms & Ammunition	Content about Arms & Ammunition within Sensitive Topics, covering topics such as sensitive, topics, topic, arms, and ammunition, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, arms, ammunition
XtODT3	v9i3On	Sensitive Topics > Crime & Harmful Acts to Individuals, Society & Human Right Violations	Content about Crime & Harmful Acts to Individuals, Society & Human Right Violations within Sensitive Topics, covering topics such as sensitive, topics, topic, crime, harmful, and acts, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, crime, harmful, acts, individuals, individual, society, human, right, violations, violation
I4GWl6	v9i3On	Sensitive Topics > Death, Injury, or Military Conflict	Content about Death, Injury, or Military Conflict within Sensitive Topics, covering topics such as sensitive, topics, topic, death, injury, and military, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, death, injury, military, conflict
Z7rJBM	v9i3On	Sensitive Topics > Debated Sensitive Social Issues	Content about Debated Sensitive Social Issues within Sensitive Topics, covering topics such as sensitive, topics, topic, debated, social, and issues, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, debated, social, issues, issue
HxqYV1	v9i3On	Sensitive Topics > Hate Speech and Acts of Aggression	Content about Hate Speech and Acts of Aggression within Sensitive Topics, covering topics such as sensitive, topics, topic, hate, speech, and acts, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, hate, speech, acts, aggression
pg0WhF	v9i3On	Sensitive Topics > Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol	Content about Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol within Sensitive Topics, covering topics such as sensitive, topics, topic, illegal, drugs, and drug, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, illegal, drugs, drug, tobacco, ecigarettes, ecigarette, vaping, alcohol
j9PaO9	v9i3On	Sensitive Topics > Obscenity and Profanity	Content about Obscenity and Profanity within Sensitive Topics, covering topics such as sensitive, topics, topic, obscenity, and profanity, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, obscenity, profanity
mm3UXx	v9i3On	Sensitive Topics > Online Piracy	Content about Online Piracy within Sensitive Topics, covering topics such as sensitive, topics, topic, online, and piracy, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, online, piracy
6i4dB6	v9i3On	Sensitive Topics > Spam or Harmful Content	Content about Spam or Harmful Content within Sensitive Topics, covering topics such as sensitive, topics, topic, spam, harmful, and content, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, spam, harmful, content
8FD8nI	v9i3On	Sensitive Topics > Terrorism	Content about Terrorism within Sensitive Topics, covering topics such as sensitive, topics, topic, and terrorism, along with relevant news, advice, products, services, and trends.	sensitive, topics, topic, terrorism
473		Shopping	Content primarily about Shopping, including news, information, guides, reviews, products, services, and trends related to shopping behavior, products, retailers, promotions, purchases, and consumer buying decisions.	shopping
482	473	Shopping > Children's Games and Toys	Content about Children's Games and Toys within Shopping, covering topics such as shopping, children, games, game, and toys, along with relevant news, advice, products, services, and trends.	shopping, children, games, game, toys
474	473	Shopping > Coupons and Discounts	Content about Coupons and Discounts within Shopping, covering topics such as deals, promotions, savings, shopping, coupons, and coupon, along with relevant news, advice, products, services, and trends.	deals, promotions, savings, shopping, coupons, coupon, discounts, discount
475	473	Shopping > Flower Shopping	Content about Flower Shopping within Shopping, covering topics such as floral gifts, bouquets, occasion shopping, shopping, and flower, along with relevant news, advice, products, services, and trends.	floral gifts, bouquets, occasion shopping, shopping, flower
476	473	Shopping > Gifts and Greetings Cards	Content about Gifts and Greetings Cards within Shopping, covering topics such as gifts, cards, celebrations, special occasions, shopping, and gift, along with relevant news, advice, products, services, and trends.	gifts, cards, celebrations, special occasions, shopping, gift, greetings, greeting, card
477	473	Shopping > Grocery Shopping	Content about Grocery Shopping within Shopping, covering topics such as shopping and grocery, along with relevant news, advice, products, services, and trends.	shopping, grocery
478	473	Shopping > Holiday Shopping	Content about Holiday Shopping within Shopping, covering topics such as shopping and holiday, along with relevant news, advice, products, services, and trends.	shopping, holiday
479	473	Shopping > Household Supplies	Content about Household Supplies within Shopping, covering topics such as shopping, household, supplies, and supplie, along with relevant news, advice, products, services, and trends.	shopping, household, supplies, supplie
480	473	Shopping > Lotteries and Scratchcards	Content about Lotteries and Scratchcards within Shopping, covering topics such as gaming, tickets, chance-based purchases, shopping, lotteries, and lotterie, along with relevant news, advice, products, services, and trends.	gaming, tickets, chance-based purchases, shopping, lotteries, lotterie, scratchcards, scratchcard
161	473	Shopping > Party Supplies and Decorations	Content about Party Supplies and Decorations within Shopping, covering topics such as party planning, decor, celebrations, supplies, shopping, and party, along with relevant news, advice, products, services, and trends.	party planning, decor, celebrations, supplies, shopping, party, supplie, decorations, decoration
481	473	Shopping > Sales and Promotions	Content about Sales and Promotions within Shopping, covering topics such as school dances, formal events, celebrations, shopping, sales, and sale, along with relevant news, advice, products, services, and trends.	school dances, formal events, celebrations, shopping, sales, sale, promotions, promotion
